"Cód. Evidência","Evidência","Cód. Tecnologia","Tipo de Tecnologia","Cód. Ciclo","Ciclo"
28673,"1526661547-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28675,"1526661524-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28690,"1526661072-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28692,"1526661508-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28696,"1526661183-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28703,"1526661558-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28709,"1526661092-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28720,"1526661311-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
29497,"1528392363-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29498,"1528416020-IMPORTAÇÃO.EXPORTAÇÃO.pdf",748,"Digital",1,"Ciclo 1"
29504,"1528373171-Analisabilidade.bncc.pdf",748,"Digital",1,"Ciclo 1"
29507,"1528392398-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29516,"1528406595-IMPORTAÇÃO.EXPORTAÇÃO.pdf",748,"Digital",1,"Ciclo 1"
29517,"1528392425-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29519,"1528416117-RECUPERAÇÃO DE SENHAS.pdf",748,"Digital",1,"Ciclo 1"
29528,"1528406202-Testagem do AVA.BNCC.pdf",748,"Digital",1,"Ciclo 1"
29538,"1528415754-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29539,"1528416222-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29540,"1528388117-Ed_Fisica - Pratica Esportes.pdf",748,"Digital",1,"Ciclo 1"
29543,"1528416405-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29544,"1528384333-Aderência com a BNCC.pdf",748,"Digital",1,"Ciclo 1"
29548,"1528392445-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29550,"1528392337-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29551,"1528412926-IMPORTAÇÃO.EXPORTAÇÃO.pdf",748,"Digital",1,"Ciclo 1"
29552,"1528392317-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29555,"1528406566-IMPORTAÇÃO.EXPORTAÇÃO.pdf",748,"Digital",1,"Ciclo 1"
29561,"1528406578-IMPORTAÇÃO.EXPORTAÇÃO.pdf",748,"Digital",1,"Ciclo 1"
29562,"1528416279-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29568,"1528416246-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29572,"1528381115-Múltiplas mídias e representações.pdf",748,"Digital",1,"Ciclo 1"
29574,"1528392208-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29581,"1528387924-Ed_Fisica - Pratica Esportes.pdf",748,"Digital",1,"Ciclo 1"
29590,"1528296028-COMPLETUDE BNCC.pdf",748,"Digital",1,"Ciclo 1"
29603,"1528370192-USO DE RECURSOS.BNCC.pdf",748,"Digital",1,"Ciclo 1"
29604,"1528406363-IMPORTAÇÃO.EXPORTAÇÃO.pdf",748,"Digital",1,"Ciclo 1"
29607,"1528296992-Testagem do AVA.BNCC.pdf",748,"Digital",1,"Ciclo 1"
29612,"1528415680-FR-AnosIniciais-Robotica-professor.pdf",748,"Digital",1,"Ciclo 1"
29616,"1528406351-IMPORTAÇÃO.EXPORTAÇÃO.pdf",748,"Digital",1,"Ciclo 1"
29618,"1528391929-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29619,"1528381623-Aderência com a BNCC.pdf",748,"Digital",1,"Ciclo 1"
29622,"1528379977-PARECER TÉCNICO PEDAGÓGICO.bncc.pdf",748,"Digital",1,"Ciclo 1"
29624,"1528415793-IMPORTAÇÃO.EXPORTAÇÃO.pdf",748,"Digital",1,"Ciclo 1"
29625,"1528415889-RECUPERAÇÃO DE SENHAS.pdf",748,"Digital",1,"Ciclo 1"
29627,"1528406490-RECUPERAÇÃO DE SENHAS.pdf",748,"Digital",1,"Ciclo 1"
29628,"1528415977-RECUPERAÇÃO DE SENHAS.pdf",748,"Digital",1,"Ciclo 1"
29630,"1528382251-Textos Complementares e Referências.bncc.pdf",748,"Digital",1,"Ciclo 1"
29636,"1528416266-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29638,"1528375435-Instalabilidade.bncc.pdf",748,"Digital",1,"Ciclo 1"
29643,"1528416158-RECUPERAÇÃO DE SENHAS.pdf",748,"Digital",1,"Ciclo 1"
29645,"1528415772-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29646,"1528416443-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29647,"1528416213-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29648,"1528406511-RECUPERAÇÃO DE SENHAS.pdf",748,"Digital",1,"Ciclo 1"
29650,"1528415711-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29653,"1528415818-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29654,"1528387795-Praticas_Lingua Portuguesa_6º ano.pdf",748,"Digital",1,"Ciclo 1"
29663,"1528392032-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29664,"1528392381-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29671,"1528416384-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29672,"1528392133-GUIA DE ACESSIBILIDADE - BNCC.pdf",748,"Digital",1,"Ciclo 1"
29675,"1528389962-login e senha bncc.pdf",748,"Digital",1,"Ciclo 1"
29676,"1528416491-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29677,"1528415317-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29678,"1528389338-login e senha bncc.pdf",748,"Digital",1,"Ciclo 1"
29679,"1528416481-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29680,"1528416473-GUIA DE TECNOLOGIA.BNCC.07.06.2018.pdf",748,"Digital",1,"Ciclo 1"
29681,"1528388968-login e senha bncc.pdf",748,"Digital",1,"Ciclo 1"
29682,"1528390326-login e senha bncc.pdf",748,"Digital",1,"Ciclo 1"
29691,"1528207873-3.8.4.2 Flexibilidade.pdf",749,"Digital",1,"Ciclo 1"
29696,"1528211823-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29697,"1527784000-teste.pdf",749,"Digital",1,"Ciclo 1"
29706,"1527784026-teste.pdf",749,"Digital",1,"Ciclo 1"
29712,"1527784016-teste.pdf",749,"Digital",1,"Ciclo 1"
29719,"1528208154-3.8.5.1 Acompanhamento.Análise da aprendizagem2 (learning analytics).pdf",749,"Digital",1,"Ciclo 1"
29721,"1528206312-3.8.2.1 Abrangência.pdf",749,"Digital",1,"Ciclo 1"
29728,"1528208500-LIVRO DYNAMO.AMOSTRA.pdf",749,"Digital",1,"Ciclo 1"
29729,"1527784010-teste.pdf",749,"Digital",1,"Ciclo 1"
29732,"1528206046-LIVRO DYNAMO.AMOSTRA.pdf",749,"Digital",1,"Ciclo 1"
29733,"1528204300-edital Guia de Tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29738,"1528211898-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29740,"1528208593-LIVRO DYNAMO.AMOSTRA.pdf",749,"Digital",1,"Ciclo 1"
29742,"1528205374-3.8.1.3 Aderência a BNCC – Base Nacional Comum Curricular.pdf",749,"Digital",1,"Ciclo 1"
29744,"1528204860-2.5.3. ANASILIBILIDADE.DYNAMO.pdf",749,"Digital",1,"Ciclo 1"
29745,"1528204082-2.2.1.COEXISTÊNCIA.DYNAMO.pdf",749,"Digital",1,"Ciclo 1"
29752,"1528210417-3.8.8.1 Clareza de objetivos.pdf",749,"Digital",1,"Ciclo 1"
29753,"1528207061-3.8.3.2 Atendimento as necessidades sócio-afetivas.pdf",749,"Digital",1,"Ciclo 1"
29761,"1527784044-teste.pdf",749,"Digital",1,"Ciclo 1"
29762,"1528211880-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29765,"1528208972-3.8.6.3 Planejamento.pdf",749,"Digital",1,"Ciclo 1"
29769,"1528211932-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29773,"1528203855-2.1.3 - FACILIDADE. DYNAMO.pdf",749,"Digital",1,"Ciclo 1"
29775,"1528211914-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29777,"1528292605-Dynamo Números. Usabilidade.pdf",749,"Digital",1,"Ciclo 1"
29782,"1528208637-LIVRO DYNAMO.AMOSTRA.pdf",749,"Digital",1,"Ciclo 1"
29784,"1527784097-teste.pdf",749,"Digital",1,"Ciclo 1"
29785,"1528210200-3.8.7.3 Planejamento2.pdf",749,"Digital",1,"Ciclo 1"
29787,"1527784349-teste.pdf",749,"Digital",1,"Ciclo 1"
29788,"1528207612-3.8.3.2 Atendimento as necessidades sócio-afetivas.pdf",749,"Digital",1,"Ciclo 1"
29789,"1528204464-2.5.3 Analisabilidade.dynamo.pdf",749,"Digital",1,"Ciclo 1"
29793,"1528204217-2.4.1. TEMPO DE RESPOSTA.DYNAMO.pdf",749,"Digital",1,"Ciclo 1"
29796,"1528211814-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29798,"1528205404-3.8.1.3 Aderência a BNCC – Base Nacional Comum Curricular.pdf",749,"Digital",1,"Ciclo 1"
29802,"1528206659-3.8.2.3 Organização do Conteúdo.pdf",749,"Digital",1,"Ciclo 1"
29804,"1528211892-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29806,"1528207767-3.8.3.4 Socialização.pdf",749,"Digital",1,"Ciclo 1"
29809,"1528204995-2.6.1 Adaptabilidade.pdf",749,"Digital",1,"Ciclo 1"
29810,"1528210306-3.8.7.4 Plano de aula ou plano de aprendizagem.pdf",749,"Digital",1,"Ciclo 1"
29811,"1528208923-3.8.6.3 Planejamento.pdf",749,"Digital",1,"Ciclo 1"
29814,"1527784089-teste.pdf",749,"Digital",1,"Ciclo 1"
29815,"1528206829-3.8.3.1 Adaptação. personalização.pdf",749,"Digital",1,"Ciclo 1"
29820,"1528211922-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29821,"1528212054-2.1.3.FACILIDADE2.DYNAMO.pdf",749,"Digital",1,"Ciclo 1"
29825,"1528211945-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29836,"1528207996-3.8.5.1 Acompanhamento.Análise da aprendizagem (learning analytics).pdf",749,"Digital",1,"Ciclo 1"
29837,"1528211905-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29838,"1528203694-2.1.1 - COMPLETUDE.pdf",749,"Digital",1,"Ciclo 1"
29840,"1528209250-3.8.7.1 Clareza de objetivos.pdf",749,"Digital",1,"Ciclo 1"
29844,"1528203944-2.1.3.FACILIDADE2.DYNAMO.pdf",749,"Digital",1,"Ciclo 1"
29847,"1528208757-3.8.6.2 Metodologia.pdf",749,"Digital",1,"Ciclo 1"
29849,"1527784129-teste.pdf",749,"Digital",1,"Ciclo 1"
29852,"1528211869-Guia de Acessibilidade para a tecnologia.pdf",749,"Digital",1,"Ciclo 1"
29855,"1528210556-3.8.8.2 Metodologia.pdf",749,"Digital",1,"Ciclo 1"
29858,"1528206561-3.8.2.2 Didática.pdf",749,"Digital",1,"Ciclo 1"
29859,"1528208402-3.8.5.3 Avaliação.pdf",749,"Digital",1,"Ciclo 1"
29861,"1528292901-Usabilidade. EDUCALABS.pdf",749,"Digital",1,"Ciclo 1"
29866,"1528211224-Dynamo_Aderencia_BNCC.pdf",749,"Digital",1,"Ciclo 1"
29868,"1528211197-Dynamo_Aderencia_BNCC.pdf",749,"Digital",1,"Ciclo 1"
30296,"1528215963-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30305,"1528215901-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30306,"1528207627-Atestado de Capacidade Técnica - Jacuipe.pdf",785,"Digital",1,"Ciclo 1"
30308,"1530212045-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30312,"1528377805-Manuais.pdf",785,"Digital",1,"Ciclo 1"
30313,"1528215341-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30316,"1528220072-Dissertação e Atestados de Jacuípe e Tauá.pdf",785,"Digital",1,"Ciclo 1"
30318,"1530211923-Relatório de Evidências - Educandus Portal  Infantil - Disponibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30321,"1530212320-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30322,"1528215679-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30323,"1528377487-Atestados Jacuípe, Construir e Governo de PE.pdf",785,"Digital",1,"Ciclo 1"
30325,"1528220700-Dissertação e Atestados de Jacuípe e Tauá.pdf",785,"Digital",1,"Ciclo 1"
30329,"1530211913-Relatório de Evidências - Educandus Portal  Infantil - Disponibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30331,"1530211982-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30333,"1530212406-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30334,"1530212067-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30338,"1528377502-Atestado Jacuípe e Governo de PE.pdf",785,"Digital",1,"Ciclo 1"
30342,"1528215361-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30345,"1528220693-Dissertação e Atestados de Jacuípe e Tauá.pdf",785,"Digital",1,"Ciclo 1"
30346,"1530212056-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30349,"1528377778-Manual Professor e Estudo dos Critérios.pdf",785,"Digital",1,"Ciclo 1"
30353,"1530212182-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30355,"1530212285-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30357,"1530212191-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30358,"1528215568-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30361,"1530212200-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30363,"1528377784-Manual Aluno.pdf",785,"Digital",1,"Ciclo 1"
30365,"1530211904-Relatório de Evidências - Educandus Portal  Infantil - Disponibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30367,"1530212218-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30370,"1530211867-Relatório de Evidências - Educandus Portal Infantil - Usabilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30371,"1528215951-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30374,"1530212226-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30376,"1530212033-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30377,"1528215484-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30380,"1530212309-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30382,"1528216094-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30384,"1528215606-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30385,"1528215589-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30388,"1530212235-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30390,"1530212294-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30391,"1530212401-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30395,"1530212022-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30396,"1528215933-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30397,"1530212045-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30402,"1528377470-Atestado Jacuípe e Governo de PE.pdf",785,"Digital",1,"Ciclo 1"
30407,"1530212057-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30409,"1530212247-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30410,"1528215402-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30412,"1528215316-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30413,"1530212380-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30416,"1528215856-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30418,"1530212255-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30424,"1528215547-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30428,"1530212305-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30431,"1530212365-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30433,"1530212420-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30434,"1528215783-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30436,"1530212015-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30438,"1530212273-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30439,"1528215824-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30441,"1530212393-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30449,"1530212357-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30453,"1530211993-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30454,"1528208328-Atestado de Capacidade Técnica Ed. Construir 2018.pdf",785,"Digital",1,"Ciclo 1"
30456,"1528377763-Manual Aluno e Estudo dos Critérios.pdf",785,"Digital",1,"Ciclo 1"
30458,"1530212265-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30459,"1530212322-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30463,"1530212000-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf",785,"Digital",1,"Ciclo 1"
30466,"1528377827-Manuais e Estudo dos Critérios.pdf",785,"Digital",1,"Ciclo 1"
30467,"1528215507-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30469,"1528215461-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30470,"1528216070-Estudo dos Critérios Educacionais - Portal Educacional.pdf",785,"Digital",1,"Ciclo 1"
30479,"1528219405-Dissertação e Atestados de Jacuípe e Tauá.pdf",785,"Digital",1,"Ciclo 1"
31730,"1528412937-46 Acessibilidade - Fator 4.3.3 Remoção de barreiras à percepção.pdf",844,"Digital",1,"Ciclo 1"
31733,"1528417587-28 Critérios educacionais - Fator 3 8 3 3 Engajamento_2.pdf",844,"Digital",1,"Ciclo 1"
31736,"1528413004-50 Acessibilidade - Fator 4.3.4. Remoção de barreiras à operação.pdf",844,"Digital",1,"Ciclo 1"
31747,"1528415694-12 Critérios tecnológicos - Fator 2_4_1 Tempo de resposta.pdf",844,"Digital",1,"Ciclo 1"
31748,"1528412871-44. Critérios Acessibilidade - Fator 4.3.1 Robustez.pdf",844,"Digital",1,"Ciclo 1"
31752,"1528416064-18 Critérios tecnológicos - Fator 2_6_2 Instalabilidade.pdf",844,"Digital",1,"Ciclo 1"
31753,"1528412996-49 Acessibilidade - Fator 4.3.4. Remoção de barreiras à operação.pdf",844,"Digital",1,"Ciclo 1"
31761,"1528413069-53. Critérios Acessibilidade - Fator 4.3.5 Remoção de barreiras à compreensão.pdf",844,"Digital",1,"Ciclo 1"
31764,"1528416939-20 Critérios educacionais - Fator 3.8.1.1 Acurácia_1 Profa Mayara. Língua Port-final.pdf",844,"Digital",1,"Ciclo 1"
31766,"1528415559-10 Critérios tecnológicos - Fator 2_3_2 Disponibilidade.pdf",844,"Digital",1,"Ciclo 1"
31769,"1528415859-15 Critérios tecnológicos - Fator 2_4_3 Capacidade Escalabilidade.pdf",844,"Digital",1,"Ciclo 1"
31771,"1528414389-06 Critérios tecnológicos - Fator 2_1_3 Facilidade.pdf",844,"Digital",1,"Ciclo 1"
31773,"1528412884-45 Acessibilidade - Fator 4.3.2. Autocontido.pdf",844,"Digital",1,"Ciclo 1"
31775,"1528413055-51. Critérios Acessibilidade - Fator 4.3.5 Remoção de barreiras à compreensão.pdf",844,"Digital",1,"Ciclo 1"
31779,"1528413062-52. Critérios Acessibilidade - Fator 4.3.5 Remoção de barreiras à compreensão.pdf",844,"Digital",1,"Ciclo 1"
31783,"1528415798-14 Critérios tecnológicos - Fator 2_4_2 Uso de recursos.pdf",844,"Digital",1,"Ciclo 1"
31784,"1528417408-25 Critérios educacionais - Fator 3 8 2 3 Organização do Conteúdo.pdf",844,"Digital",1,"Ciclo 1"
31785,"1528412954-48 Acessibilidade - Fator 4.3.3 Remoção de barreiras à percepção.pdf",844,"Digital",1,"Ciclo 1"
31786,"1528417807-37 Critérios educacionais - Fator 3 8 6 4 Plano de aula.pdf",844,"Digital",1,"Ciclo 1"
31795,"1528417720-32 Critérios educacionais - Fator 3 8 5 3 Avaliação_2.pdf",844,"Digital",1,"Ciclo 1"
31796,"1528417638-30 Critérios educacionais - Fator 3 8 4 1 Atualidade.pdf",844,"Digital",1,"Ciclo 1"
31803,"1528415663-13 Critérios tecnológicos - Fator 2_4_1 Tempo de resposta.pdf",844,"Digital",1,"Ciclo 1"
